DATAFLOW,LAST UPDATE,freq,reporter,partner,product,flow,indicators,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AD,781,1,VALUE_IN_EUROS,2020,55550,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AD,781,1,VALUE_IN_EUROS,2021,30000,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AD,781,1,VALUE_IN_EUROS,2022,35339,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AD,781,2,VALUE_IN_EUROS,2019,49250,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AD,781,2,VALUE_IN_EUROS,2020,62822,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AD,781,2,VALUE_IN_EUROS,2022,453740,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AE,781,1,VALUE_IN_EUROS,2019,1687297,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AE,781,1,VALUE_IN_EUROS,2020,310717,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AE,781,1,VALUE_IN_EUROS,2021,45383,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AE,781,1,VALUE_IN_EUROS,2022,685392,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AE,781,2,VALUE_IN_EUROS,2019,55829452,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AE,781,2,VALUE_IN_EUROS,2020,56161702,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AE,781,2,VALUE_IN_EUROS,2021,47471147,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AE,781,2,VALUE_IN_EUROS,2022,55233554,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AF,781,2,VALUE_IN_EUROS,2020,5921,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AF,781,2,VALUE_IN_EUROS,2021,2850,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AF,781,2,VALUE_IN_EUROS,2022,16630,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AG,781,2,VALUE_IN_EUROS,2020,27352,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AG,781,2,VALUE_IN_EUROS,2022,10145,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AL,781,1,VALUE_IN_EUROS,2020,13515,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AL,781,1,VALUE_IN_EUROS,2021,5100,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AL,781,2,VALUE_IN_EUROS,2019,446060,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AL,781,2,VALUE_IN_EUROS,2020,341764,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AL,781,2,VALUE_IN_EUROS,2021,642677,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AL,781,2,VALUE_IN_EUROS,2022,424503,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AM,781,1,VALUE_IN_EUROS,2020,21817,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AM,781,1,VALUE_IN_EUROS,2021,7025,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AM,781,2,VALUE_IN_EUROS,2019,1855294,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AM,781,2,VALUE_IN_EUROS,2020,818405,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AM,781,2,VALUE_IN_EUROS,2021,1475541,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AM,781,2,VALUE_IN_EUROS,2022,1668431,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AO,781,2,VALUE_IN_EUROS,2019,37805,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AO,781,2,VALUE_IN_EUROS,2020,21184,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AO,781,2,VALUE_IN_EUROS,2021,43692,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AO,781,2,VALUE_IN_EUROS,2022,23664,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AR,781,1,VALUE_IN_EUROS,2020,5320,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AR,781,1,VALUE_IN_EUROS,2022,2001,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AR,781,2,VALUE_IN_EUROS,2019,6500,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AR,781,2,VALUE_IN_EUROS,2020,334521,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AR,781,2,VALUE_IN_EUROS,2022,430186,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AU,781,1,VALUE_IN_EUROS,2020,140011,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AU,781,2,VALUE_IN_EUROS,2019,43124293,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AU,781,2,VALUE_IN_EUROS,2020,33351232,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AU,781,2,VALUE_IN_EUROS,2021,34887242,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AU,781,2,VALUE_IN_EUROS,2022,34956494,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AZ,781,1,VALUE_IN_EUROS,2019,48342,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AZ,781,2,VALUE_IN_EUROS,2019,4372620,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AZ,781,2,VALUE_IN_EUROS,2020,3573101,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AZ,781,2,VALUE_IN_EUROS,2021,602961,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,AZ,781,2,VALUE_IN_EUROS,2022,2255295,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BA,781,1,VALUE_IN_EUROS,2019,124521,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BA,781,1,VALUE_IN_EUROS,2020,52979,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BA,781,1,VALUE_IN_EUROS,2021,67307,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BA,781,1,VALUE_IN_EUROS,2022,204527,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BA,781,2,VALUE_IN_EUROS,2019,4788215,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BA,781,2,VALUE_IN_EUROS,2020,1197577,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BA,781,2,VALUE_IN_EUROS,2021,2171980,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BA,781,2,VALUE_IN_EUROS,2022,1620488,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BD,781,2,VALUE_IN_EUROS,2019,54006,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BE,781,1,VALUE_IN_EUROS,2019,599619227,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BE,781,1,VALUE_IN_EUROS,2020,512031282,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BE,781,1,VALUE_IN_EUROS,2021,465608937,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BE,781,1,VALUE_IN_EUROS,2022,450026180,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BE,781,2,VALUE_IN_EUROS,2019,686261550,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BE,781,2,VALUE_IN_EUROS,2020,471402100,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BE,781,2,VALUE_IN_EUROS,2021,438542543,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BE,781,2,VALUE_IN_EUROS,2022,433252066,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BF,781,2,VALUE_IN_EUROS,2019,15000,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BF,781,2,VALUE_IN_EUROS,2020,207,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BF,781,2,VALUE_IN_EUROS,2021,26573,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BF,781,2,VALUE_IN_EUROS,2022,56769,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BG,781,1,VALUE_IN_EUROS,2019,427870,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BG,781,1,VALUE_IN_EUROS,2020,898119,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BG,781,1,VALUE_IN_EUROS,2021,3838096,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BG,781,1,VALUE_IN_EUROS,2022,2624524,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BG,781,2,VALUE_IN_EUROS,2019,85117084,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BG,781,2,VALUE_IN_EUROS,2020,62295311,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BG,781,2,VALUE_IN_EUROS,2021,72046820,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BG,781,2,VALUE_IN_EUROS,2022,104169079,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BH,781,1,VALUE_IN_EUROS,2019,3299898,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BH,781,1,VALUE_IN_EUROS,2020,674540,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BH,781,1,VALUE_IN_EUROS,2021,2951263,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BH,781,2,VALUE_IN_EUROS,2019,6457386,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BH,781,2,VALUE_IN_EUROS,2020,5620722,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BH,781,2,VALUE_IN_EUROS,2021,8939564,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BH,781,2,VALUE_IN_EUROS,2022,11072091,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BI,781,2,VALUE_IN_EUROS,2019,22996,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BJ,781,2,VALUE_IN_EUROS,2022,30449,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BN,781,2,VALUE_IN_EUROS,2019,654484,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BN,781,2,VALUE_IN_EUROS,2020,859387,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BN,781,2,VALUE_IN_EUROS,2021,420177,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BN,781,2,VALUE_IN_EUROS,2022,299808,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BO,781,2,VALUE_IN_EUROS,2019,240935,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BO,781,2,VALUE_IN_EUROS,2020,191149,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BO,781,2,VALUE_IN_EUROS,2021,47417,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BO,781,2,VALUE_IN_EUROS,2022,309293,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BR,781,1,VALUE_IN_EUROS,2021,20050,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BR,781,1,VALUE_IN_EUROS,2022,162824,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BR,781,2,VALUE_IN_EUROS,2019,24915276,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BR,781,2,VALUE_IN_EUROS,2020,8168437,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BR,781,2,VALUE_IN_EUROS,2021,6985065,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BR,781,2,VALUE_IN_EUROS,2022,2896763,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BY,781,2,VALUE_IN_EUROS,2019,545805,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BY,781,2,VALUE_IN_EUROS,2020,394914,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BY,781,2,VALUE_IN_EUROS,2021,586268,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,BY,781,2,VALUE_IN_EUROS,2022,2072181,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CA,781,1,VALUE_IN_EUROS,2019,114352,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CA,781,1,VALUE_IN_EUROS,2020,175913,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CA,781,1,VALUE_IN_EUROS,2021,1183132,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CA,781,1,VALUE_IN_EUROS,2022,273725,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CA,781,2,VALUE_IN_EUROS,2019,73022557,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CA,781,2,VALUE_IN_EUROS,2020,67185522,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CA,781,2,VALUE_IN_EUROS,2021,74490806,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CA,781,2,VALUE_IN_EUROS,2022,70779222,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CD,781,2,VALUE_IN_EUROS,2019,64398,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CD,781,2,VALUE_IN_EUROS,2020,67514,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CD,781,2,VALUE_IN_EUROS,2021,41584,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CD,781,2,VALUE_IN_EUROS,2022,164243,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CF,781,2,VALUE_IN_EUROS,2019,47891,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CF,781,2,VALUE_IN_EUROS,2022,3781,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CG,781,2,VALUE_IN_EUROS,2019,23284,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CH,781,1,VALUE_IN_EUROS,2019,13313576,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CH,781,1,VALUE_IN_EUROS,2020,23060368,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CH,781,1,VALUE_IN_EUROS,2021,14598598,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CH,781,1,VALUE_IN_EUROS,2022,11552758,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CH,781,2,VALUE_IN_EUROS,2019,197052505,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CH,781,2,VALUE_IN_EUROS,2020,124960426,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CH,781,2,VALUE_IN_EUROS,2021,94632744,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CH,781,2,VALUE_IN_EUROS,2022,132866870,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CI,781,2,VALUE_IN_EUROS,2019,223735,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CI,781,2,VALUE_IN_EUROS,2020,129160,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CI,781,2,VALUE_IN_EUROS,2021,241172,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CI,781,2,VALUE_IN_EUROS,2022,229238,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CL,781,2,VALUE_IN_EUROS,2019,3101999,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CL,781,2,VALUE_IN_EUROS,2020,1704696,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CL,781,2,VALUE_IN_EUROS,2021,1777390,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CL,781,2,VALUE_IN_EUROS,2022,1083331,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CM,781,2,VALUE_IN_EUROS,2019,57125,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CM,781,2,VALUE_IN_EUROS,2020,130521,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CM,781,2,VALUE_IN_EUROS,2021,75549,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CM,781,2,VALUE_IN_EUROS,2022,109466,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CN,781,1,VALUE_IN_EUROS,2019,4597740,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CN,781,1,VALUE_IN_EUROS,2020,4741615,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CN,781,1,VALUE_IN_EUROS,2021,8536976,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CN,781,1,VALUE_IN_EUROS,2022,9014585,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CN,781,2,VALUE_IN_EUROS,2019,228281819,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CN,781,2,VALUE_IN_EUROS,2020,151678169,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CN,781,2,VALUE_IN_EUROS,2021,306979406,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CN,781,2,VALUE_IN_EUROS,2022,650758147,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CO,781,2,VALUE_IN_EUROS,2019,3851935,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CO,781,2,VALUE_IN_EUROS,2020,1418451,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CO,781,2,VALUE_IN_EUROS,2021,471517,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CO,781,2,VALUE_IN_EUROS,2022,1404181,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CR,781,2,VALUE_IN_EUROS,2019,1327329,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CR,781,2,VALUE_IN_EUROS,2020,1670985,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CR,781,2,VALUE_IN_EUROS,2021,364633,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CR,781,2,VALUE_IN_EUROS,2022,557316,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CW,781,2,VALUE_IN_EUROS,2022,81738,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CY,781,1,VALUE_IN_EUROS,2019,215220,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CY,781,2,VALUE_IN_EUROS,2019,2518473,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CY,781,2,VALUE_IN_EUROS,2020,2000266,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CY,781,2,VALUE_IN_EUROS,2021,3978998,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CY,781,2,VALUE_IN_EUROS,2022,3388247,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CZ,781,1,VALUE_IN_EUROS,2019,555600043,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CZ,781,1,VALUE_IN_EUROS,2020,393882802,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CZ,781,1,VALUE_IN_EUROS,2021,466612216,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CZ,781,1,VALUE_IN_EUROS,2022,537389538,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CZ,781,2,VALUE_IN_EUROS,2019,370723828,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CZ,781,2,VALUE_IN_EUROS,2020,293988441,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CZ,781,2,VALUE_IN_EUROS,2021,342996799,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,CZ,781,2,VALUE_IN_EUROS,2022,454697203,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,DE,781,1,VALUE_IN_EUROS,2019,4565650165,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,DE,781,1,VALUE_IN_EUROS,2020,3711613368,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,DE,781,1,VALUE_IN_EUROS,2021,4331205427,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,DE,781,1,VALUE_IN_EUROS,2022,4715584775,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,DE,781,2,VALUE_IN_EUROS,2019,1208099266,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,DE,781,2,VALUE_IN_EUROS,2020,1147858655,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,DE,781,2,VALUE_IN_EUROS,2021,1259604841,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,DE,781,2,VALUE_IN_EUROS,2022,1299332737,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,DK,781,1,VALUE_IN_EUROS,2019,44217140,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,DK,781,1,VALUE_IN_EUROS,2020,31352206,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,DK,781,1,VALUE_IN_EUROS,2021,46158880,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,DK,781,1,VALUE_IN_EUROS,2022,31238476,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,DK,781,2,VALUE_IN_EUROS,2019,13808880,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,DK,781,2,VALUE_IN_EUROS,2020,11432285,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,DK,781,2,VALUE_IN_EUROS,2021,22541007,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,DK,781,2,VALUE_IN_EUROS,2022,14601887,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,DO,781,2,VALUE_IN_EUROS,2019,388031,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,DO,781,2,VALUE_IN_EUROS,2020,1435004,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,DO,781,2,VALUE_IN_EUROS,2021,901229,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,DO,781,2,VALUE_IN_EUROS,2022,793636,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,DZ,781,1,VALUE_IN_EUROS,2019,2999,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,DZ,781,1,VALUE_IN_EUROS,2022,99200,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,DZ,781,2,VALUE_IN_EUROS,2019,85077000,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,DZ,781,2,VALUE_IN_EUROS,2020,68435600,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,DZ,781,2,VALUE_IN_EUROS,2021,41409930,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,DZ,781,2,VALUE_IN_EUROS,2022,19145849,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,EC,781,2,VALUE_IN_EUROS,2019,128705,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,EC,781,2,VALUE_IN_EUROS,2020,241675,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,EC,781,2,VALUE_IN_EUROS,2021,254604,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,EC,781,2,VALUE_IN_EUROS,2022,613549,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,EE,781,1,VALUE_IN_EUROS,2020,17756,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,EE,781,1,VALUE_IN_EUROS,2021,43425,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,EE,781,1,VALUE_IN_EUROS,2022,2467810,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,EE,781,2,VALUE_IN_EUROS,2019,2692817,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,EE,781,2,VALUE_IN_EUROS,2020,2439303,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,EE,781,2,VALUE_IN_EUROS,2021,7702326,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,EE,781,2,VALUE_IN_EUROS,2022,5548837,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,EG,781,1,VALUE_IN_EUROS,2020,40889,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,EG,781,1,VALUE_IN_EUROS,2021,2654,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,EG,781,2,VALUE_IN_EUROS,2019,2806049,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,EG,781,2,VALUE_IN_EUROS,2020,4114495,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,EG,781,2,VALUE_IN_EUROS,2021,3854733,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,EG,781,2,VALUE_IN_EUROS,2022,1676312,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,ES,781,1,VALUE_IN_EUROS,2019,484873329,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,ES,781,1,VALUE_IN_EUROS,2020,381868502,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,ES,781,1,VALUE_IN_EUROS,2021,408816603,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,ES,781,1,VALUE_IN_EUROS,2022,524414629,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,ES,781,2,VALUE_IN_EUROS,2019,102527537,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,ES,781,2,VALUE_IN_EUROS,2020,43912066,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,ES,781,2,VALUE_IN_EUROS,2021,64248148,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,ES,781,2,VALUE_IN_EUROS,2022,49720065,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,ET,781,2,VALUE_IN_EUROS,2019,42129,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,ET,781,2,VALUE_IN_EUROS,2020,135355,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,ET,781,2,VALUE_IN_EUROS,2022,226030,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,FI,781,1,VALUE_IN_EUROS,2019,2287720,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,FI,781,1,VALUE_IN_EUROS,2020,1109174,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,FI,781,1,VALUE_IN_EUROS,2021,1931573,
ESTAT:DS-018995(1.0),15/11/23 11:00:00,A,AT,FI,781,1,VALUE_IN_EUROS,2022,3169698,
